rank,family,variant,rebalance,requested_range,actual_range,net_perf_pct,cagr_pct,max_drawdown_pct,sharpe,positions,win_rate_pct,avg_trade_pct,median_trade_days,soxl_return_pct,soxl_max_drawdown_pct,tqqq_return_pct,tqqq_max_drawdown_pct,soxl_only_net_pct,soxl_only_max_drawdown_pct,excess_vs_soxl_only_pct,beats_soxl_only,notes
19750,Relative momentum rotation,"21d return, skip 10d, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31361.69,43.05,-90.56,0.85,119,57.98,10.01,33.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17099.36,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19751,Relative momentum rotation,"189d return_minus_half_vol, skip 5d, chosen/alternate above SMA200, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,14057.73,37.86,-84.49,0.81,82,53.66,14.79,16.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17102.67,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19752,Relative momentum rotation,"168d return_minus_vol, chosen/alternate above SMA200",daily,2010-03-11 to 2026-05-20,2010-11-09 to 2026-05-20,19209.72,40.35,-84.28,0.84,146,56.16,6.0,6.5,27103.7,-90.46,21931.26,-81.66,36313.36,-66.18,-17103.65,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19753,Relative momentum rotation,"168d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-11-23 to 2026-05-20,19009.41,40.38,-82.4,0.84,70,67.14,16.34,24.5,26955.49,-90.46,23786.23,-81.66,36114.97,-66.18,-17105.56,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19754,Relative momentum rotation,"5d return_minus_vol, skip 10d, chosen/alternate above SMA100, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-04-09 to 2026-05-20,31352.15,42.89,-82.6,0.88,115,58.26,10.08,14.0,24989.86,-90.46,26272.32,-81.66,48461.05,-66.18,-17108.9,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19755,Relative momentum rotation,"189d return_over_vol, skip 5d, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,14050.58,37.86,-86.89,0.81,150,46.0,7.92,5.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17109.83,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19756,Relative momentum rotation,"189d return_over_vol, skip 5d, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,14050.58,37.86,-86.89,0.81,150,46.0,7.92,5.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17109.83,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19757,Relative momentum rotation,"5d return, skip 21d, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31351.09,42.99,-87.39,0.86,467,52.03,2.34,7.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17109.97,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19758,Relative momentum rotation,"21d return_minus_half_vol, skip 10d, chosen/alternate above SMA100, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31349.73,43.05,-83.46,0.87,282,51.42,3.34,7.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17111.33,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19759,Relative momentum rotation,"21d return, skip 10d, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31349.66,43.05,-87.93,0.86,569,50.26,1.65,4.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17111.39,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19760,Momentum pullback rotation,"84d leader fallback, buy weaker 3d pullback, pullback asset positive long momentum, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,23950.35,41.32,-85.21,0.85,327,55.35,3.15,9.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,-17119.45,False,Mean-reversion entry inside a longer momentum framework; prior-close signal; no costs/slippage.
19761,Relative momentum rotation,"189d return_minus_vol, 2% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12334.15,36.65,-82.46,0.8,56,55.36,21.8,33.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17121.81,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19762,Relative momentum rotation,"189d return_minus_vol, skip 10d, chosen/alternate above SMA100, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13348.96,37.46,-85.78,0.81,270,57.41,3.96,4.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17123.72,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19763,Relative momentum rotation,"105d return_minus_vol, skip 21d, chosen/alternate above SMA200, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,23945.06,41.82,-84.05,0.86,104,59.62,10.94,14.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,-17124.74,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19764,Relative momentum rotation,"42d return_over_vol, chosen/alternate above SMA100, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-05-12 to 2026-05-20,31335.82,43.18,-89.56,0.86,151,57.62,8.63,14.0,26300.29,-90.46,27559.06,-81.66,48461.05,-66.18,-17125.23,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19765,Relative momentum rotation,"189d return_minus_half_vol, chosen/alternate above SMA50, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12328.71,36.65,-84.04,0.8,270,55.56,4.13,5.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17127.25,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19766,Relative momentum rotation,"21d return_over_vol, skip 5d, chosen/alternate above SMA50, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31333.18,42.98,-88.07,0.85,228,58.33,5.18,14.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17127.88,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19767,Relative momentum rotation,"252d return, chosen/alternate above SMA50, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,11126.65,36.44,-89.49,0.8,36,66.67,33.79,76.5,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,-17128.65,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19768,Relative momentum rotation,"252d return, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9849.03,35.59,-81.24,0.79,180,46.11,6.89,7.0,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17135.19,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19769,Relative momentum rotation,"42d return_minus_half_vol, skip 10d, chosen/alternate above SMA50, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-05-26 to 2026-05-20,31323.46,43.3,-83.44,0.87,374,59.09,2.96,4.0,34537.35,-90.46,36910.51,-81.66,48461.05,-66.18,-17137.6,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19770,Relative momentum rotation,"21d return_minus_vol, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-13 to 2026-05-20,31323.11,42.92,-83.27,0.88,97,64.95,12.21,28.0,23913.91,-90.46,25776.55,-81.66,48461.05,-66.18,-17137.95,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19771,Relative momentum rotation,"252d return_minus_half_vol, skip 21d, chosen/alternate above SMA50, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9843.01,35.59,-84.96,0.79,60,53.33,21.02,29.0,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17141.21,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19772,Relative momentum rotation,"189d return_minus_half_vol, skip 5d, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,14017.76,37.84,-84.71,0.81,142,55.63,8.67,14.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17142.64,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19773,Relative momentum rotation,"10d return_minus_vol, skip 21d, chosen/alternate above SMA50, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31317.82,43.04,-80.48,0.88,136,58.09,8.63,14.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17143.23,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19774,Relative momentum rotation,"21d return_minus_vol, skip 21d, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-05-12 to 2026-05-20,31316.06,43.17,-79.84,0.88,235,55.32,4.61,7.0,26300.29,-90.46,27559.06,-81.66,48461.05,-66.18,-17145.0,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19775,Relative momentum rotation,"189d return_minus_vol, skip 10d, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13323.84,37.44,-83.76,0.81,110,59.09,11.4,13.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17148.85,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19776,Relative momentum rotation,"252d return_minus_vol, chosen/alternate above SMA100, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2011-03-11 to 2026-05-20,11104.89,36.43,-82.84,0.8,122,57.38,9.02,14.0,21083.68,-90.46,18932.92,-81.66,28255.29,-66.18,-17150.4,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19777,Relative momentum rotation,"252d return_minus_vol, skip 5d, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12911.9,37.83,-83.62,0.81,68,60.29,18.22,19.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17156.52,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19778,Relative momentum rotation,"21d return, skip 10d, chosen/alternate above SMA200, 2% hysteresis",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31301.2,43.04,-88.69,0.86,237,61.6,3.95,13.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17159.85,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19779,Relative momentum rotation,"21d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31299.68,43.04,-85.32,0.87,262,55.73,3.83,7.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17161.37,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19780,Relative momentum rotation,"126d return_over_vol, skip 21d, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23903.31,42.08,-88.48,0.85,78,48.72,18.89,29.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17166.49,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19781,Relative momentum rotation,"126d return_over_vol, skip 21d, chosen/alternate above SMA50, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23896.16,42.07,-88.55,0.85,68,54.41,21.04,31.5,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17173.64,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19782,Relative momentum rotation,"252d return, skip 5d",weekly,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12893.37,37.82,-83.59,0.81,58,58.62,20.4,18.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17175.05,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19783,Relative momentum rotation,"126d return_minus_half_vol, skip 21d, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23893.12,42.07,-82.41,0.85,72,52.78,19.77,22.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17176.68,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19784,Relative momentum rotation,"189d return_minus_half_vol, skip 5d, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13982.39,37.82,-84.19,0.81,262,55.73,4.49,6.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17178.02,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19785,Relative momentum rotation,"5d return_over_vol, chosen/alternate above SMA200, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-03-25 to 2026-05-20,31282.75,42.75,-87.31,0.86,299,57.19,3.57,14.0,27170.01,-90.46,28059.23,-81.66,48461.05,-66.18,-17178.31,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19786,Relative momentum rotation,"21d return_minus_vol, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-04-13 to 2026-05-20,31278.91,42.91,-82.6,0.88,151,52.32,6.37,7.0,23913.91,-90.46,25776.55,-81.66,48461.05,-66.18,-17182.15,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19787,Relative momentum rotation,"252d return_minus_half_vol, skip 21d",monthly,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9801.03,35.55,-83.73,0.79,24,66.67,43.39,124.5,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17183.19,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19788,Relative momentum rotation,"189d return_minus_half_vol, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12272.75,36.61,-85.01,0.8,132,52.27,8.96,14.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17183.21,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19789,Relative momentum rotation,"252d return, skip 5d, chosen/alternate above SMA200, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2011-03-18 to 2026-05-20,12883.13,37.81,-88.35,0.81,128,46.09,10.62,6.0,22438.23,-90.46,21093.92,-81.66,30068.42,-66.18,-17185.3,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19790,Relative momentum rotation,"168d return, skip 10d, chosen/alternate above SMA50",weekly,2010-03-11 to 2026-05-20,2010-11-23 to 2026-05-20,18928.44,40.34,-91.68,0.83,108,61.11,10.16,21.0,26955.49,-90.46,23786.23,-81.66,36114.97,-66.18,-17186.53,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19791,Relative momentum rotation,"189d return_over_vol, chosen/alternate above SMA200, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12268.6,36.61,-90.39,0.79,100,57.0,12.15,14.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17187.35,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19792,Relative momentum rotation,"21d return, skip 5d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31271.74,42.97,-91.95,0.86,145,54.48,8.43,28.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17189.31,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19793,Relative momentum rotation,"168d return, skip 21d, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12264.31,36.6,-89.94,0.8,224,54.46,5.84,5.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17191.65,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19794,Relative momentum rotation,"252d return_minus_vol, skip 21d, chosen/alternate above SMA200, 2% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9790.65,35.54,-81.11,0.79,106,55.66,11.85,14.0,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17193.57,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19795,Relative momentum rotation,"10d return_minus_vol, skip 10d, chosen/alternate above SMA100",daily,2010-03-11 to 2026-05-20,2010-04-12 to 2026-05-20,31262.84,42.9,-84.2,0.88,257,59.14,3.31,5.0,24377.0,-90.46,26166.74,-81.66,48461.05,-66.18,-17198.22,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19796,Relative momentum rotation,"189d return_over_vol, skip 5d, chosen/alternate above SMA200, 2% hysteresis",daily,2010-03-11 to 2026-05-20,2010-12-16 to 2026-05-20,13962.03,37.8,-90.54,0.81,136,55.15,7.64,7.0,23254.03,-90.46,20768.32,-81.66,31160.4,-66.18,-17198.38,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19797,Momentum pullback rotation,"84d leader fallback, buy weaker 3d pullback, pullback asset positive long momentum, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,23868.36,41.29,-87.52,0.85,463,52.27,2.24,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,-17201.44,False,Mean-reversion entry inside a longer momentum framework; prior-close signal; no costs/slippage.
19798,Relative momentum rotation,"252d return_minus_vol, skip 10d, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2011-03-25 to 2026-05-20,9558.65,35.2,-83.72,0.79,184,52.72,7.05,5.0,19966.99,-90.46,18568.82,-81.66,26760.55,-66.18,-17201.9,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19799,Relative momentum rotation,"252d return, skip 10d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2011-03-25 to 2026-05-20,9552.87,35.2,-89.58,0.78,160,49.38,7.67,5.0,19966.99,-90.46,18568.82,-81.66,26760.55,-66.18,-17207.68,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19800,Relative momentum rotation,"189d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13261.53,37.4,-84.19,0.8,92,52.17,14.24,14.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17211.16,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19801,Relative momentum rotation,"42d return, skip 5d, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-05-19 to 2026-05-20,31248.84,43.21,-89.21,0.86,201,57.71,6.01,14.0,32343.68,-90.46,32425.19,-81.66,48461.05,-66.18,-17212.22,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19802,Relative momentum rotation,"126d return, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23854.02,42.06,-86.22,0.85,248,51.61,5.54,7.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17215.77,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19803,Relative momentum rotation,"5d return_minus_vol, skip 10d, chosen/alternate above SMA100, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-04-09 to 2026-05-20,31245.19,42.86,-81.29,0.88,313,55.27,3.35,4.0,24989.86,-90.46,26272.32,-81.66,48461.05,-66.18,-17215.87,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19804,Relative momentum rotation,"168d return_minus_half_vol, skip 5d, chosen/alternate above SMA100",weekly,2010-03-11 to 2026-05-20,2010-11-16 to 2026-05-20,23037.8,42.06,-83.97,0.85,86,69.77,11.22,21.0,30048.17,-90.46,24632.98,-81.66,40254.66,-66.18,-17216.86,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19805,Relative momentum rotation,"252d return_minus_vol, skip 10d, chosen/alternate above SMA200, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2011-03-25 to 2026-05-20,9543.37,35.19,-83.51,0.79,114,52.63,11.57,14.0,19966.99,-90.46,18568.82,-81.66,26760.55,-66.18,-17217.18,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19806,Relative momentum rotation,"252d return_minus_half_vol, skip 21d, chosen/alternate above SMA200, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2011-04-11 to 2026-05-20,9765.48,35.52,-83.51,0.79,92,55.43,11.49,14.0,20134.09,-90.46,18677.95,-81.66,26984.22,-66.18,-17218.74,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19807,Relative momentum rotation,"126d return_over_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23850.2,42.06,-87.98,0.85,116,61.21,8.58,14.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17219.6,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19808,Relative momentum rotation,"126d return_over_vol, skip 21d, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23849.94,42.06,-87.16,0.85,34,67.65,33.61,139.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17219.86,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19809,Relative momentum rotation,"10d return_minus_vol, skip 5d, chosen/alternate above SMA100, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-04-05 to 2026-05-20,31238.77,42.83,-82.55,0.88,265,56.6,3.79,5.0,24609.95,-90.46,26895.65,-81.66,48461.05,-66.18,-17222.28,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19810,Relative momentum rotation,"189d return_over_vol, chosen/alternate above SMA50, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12231.25,36.58,-89.48,0.8,36,63.89,31.36,92.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17224.71,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19811,Relative momentum rotation,"189d return_minus_vol, chosen/alternate above SMA200, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12229.79,36.58,-82.73,0.8,76,59.21,12.41,21.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17226.17,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19812,Relative momentum rotation,"126d return, skip 21d, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23840.25,42.05,-86.07,0.85,198,57.58,6.64,5.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17229.55,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19813,Relative momentum rotation,"21d return_over_vol, skip 21d, chosen/alternate above SMA100, 5% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-05-12 to 2026-05-20,31227.66,43.15,-88.33,0.86,144,61.11,7.53,28.0,26300.29,-90.46,27559.06,-81.66,48461.05,-66.18,-17233.39,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19814,Relative momentum rotation,"21d return_minus_vol, skip 5d, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-04-20 to 2026-05-20,31225.05,42.95,-81.54,0.88,42,54.76,25.06,33.0,21522.96,-90.46,25143.23,-81.66,48461.05,-66.18,-17236.0,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19815,Relative momentum rotation,"189d return_over_vol, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,12218.72,36.57,-88.2,0.8,188,49.47,7.39,6.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,-17237.24,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19816,Relative momentum rotation,"189d return_minus_vol, skip 10d",daily,2010-03-11 to 2026-05-20,2010-12-23 to 2026-05-20,13233.27,37.38,-81.49,0.81,134,59.7,7.48,6.0,22740.25,-90.46,20447.15,-81.66,30472.69,-66.18,-17239.41,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19817,Relative momentum rotation,"126d return, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,23828.99,42.05,-86.11,0.85,158,48.1,9.51,7.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,-17240.81,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19818,Relative momentum rotation,"21d return, skip 10d, chosen/alternate above SMA50, 2% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31218.37,43.01,-89.5,0.85,149,58.39,7.51,29.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17242.68,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19819,Relative momentum rotation,"10d return_minus_vol, skip 21d, chosen/alternate above SMA50, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,31217.43,43.01,-81.26,0.88,336,56.55,3.22,4.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,-17243.62,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19820,Relative momentum rotation,"168d return_over_vol, skip 5d, chosen/alternate above SMA50, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-11-16 to 2026-05-20,23008.63,42.05,-87.4,0.85,150,46.0,8.12,6.5,30048.17,-90.46,24632.98,-81.66,40254.66,-66.18,-17246.02,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
19821,Relative momentum rotation,"105d return_minus_vol, skip 21d, chosen/alternate above SMA200, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,23823.53,41.78,-83.99,0.86,130,55.38,8.83,13.5,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,-17246.27,False,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
