strategy,universe,top_n,signal_date,trade_date,action,ticker,security,index_date_added,price,old_weight,new_weight,rank,score,skipped_not_yet_index_before_buy,equity_before_trade
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-03-31,2023-04-03,BUY,AXON,Axon Enterprise,,223.97999572753903,0.0,0.5,1,0.9123159649218946,0,3.0551723719659907
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-03-31,2023-04-03,BUY,NVDA,Nvidia,,27.48466960367856,0.0,0.5,2,0.9083439264623381,0,3.0551723719659907
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-04-28,2023-05-01,SELL,AXON,Axon Enterprise,,211.3300018310547,0.5,0.0,,,,2.9874588386124614
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-04-28,2023-05-01,BUY,AMD,Advanced Micro Devices,,91.02999877929688,0.0,0.5,2,0.6087392779895031,0,2.9874588386124614
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-05-31,2023-06-01,SELL,AMD,Advanced Micro Devices,,117.29000091552734,0.5,0.0,,,,4.0048837868485645
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-05-31,2023-06-01,BUY,META,Meta Platforms,,263.8295904214734,0.0,0.5,1,1.2355208296885665,0,4.0048837868485645
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-06-30,2023-07-03,SELL,META,Meta Platforms,,284.4676359393377,0.5,0.0,,,,4.374774909314275
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-06-30,2023-07-03,BUY,APP,AppLovin,,25.649999618530277,0.0,0.5,2,1.6606384301951977,0,4.374774909314275
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-07-31,2023-08-01,SELL,NVDA,Nvidia,,46.42370462471362,0.5,0.0,,,,5.051666786159502
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-07-31,2023-08-01,BUY,PLTR,Palantir Technologies,,19.459999084472656,0.0,0.5,2,1.0132449569892894,0,5.051666786159502
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-11-30,2023-12-01,SELL,PLTR,Palantir Technologies,,19.93000030517578,0.5,0.0,,,,5.781779678410551
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-11-30,2023-12-01,BUY,PDD,PDD Holdings,,143.32000732421875,0.0,0.5,1,0.4679404189420133,0,5.781779678410551
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-12-29,2024-01-02,SELL,APP,AppLovin,,39.40999984741211,0.5,0.0,,,,5.940594382980966
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-12-29,2024-01-02,BUY,CRWD,CrowdStrike,,251.47000122070312,0.0,0.5,2,0.5962416438725056,0,5.940594382980966
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-02-29,2024-03-01,SELL,PDD,PDD Holdings,,126.9000015258789,0.5,0.0,,,,6.355462222104637
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-02-29,2024-03-01,BUY,ZS,Zscaler,,227.0,0.0,0.5,2,0.6699217129747685,0,6.355462222104637
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-03-28,2024-04-01,SELL,CRWD,CrowdStrike,,321.0,0.5,0.0,,,,5.8869264940481765
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-03-28,2024-04-01,SELL,ZS,Zscaler,,192.5,0.5,0.0,,,,5.8869264940481765
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-03-28,2024-04-01,BUY,MSTR,MicroStrategy,,164.50100708007812,0.0,0.5,1,2.0508823307953987,0,5.8869264940481765
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-03-28,2024-04-01,BUY,ARM,Arm Holdings,,126.36000061035156,0.0,0.5,2,1.5261369384848948,0,5.8869264940481765
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-05-31,2024-06-03,SELL,ARM,Arm Holdings,,125.0,0.5,0.0,,,,5.931240323598134
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-05-31,2024-06-03,BUY,APP,AppLovin,,83.05000305175781,0.0,0.5,2,0.7868306442469708,0,5.931240323598134
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-06-28,2024-07-01,SELL,APP,AppLovin,,85.12000274658203,0.5,0.0,,,,5.6496994346154805
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-06-28,2024-07-01,BUY,NVDA,Nvidia,,123.41050281013467,0.0,0.5,2,1.3237018686812823,0,5.6496994346154805
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-07-31,2024-08-01,SELL,NVDA,Nvidia,,117.47335365334,0.5,0.0,,,,5.95932120482407
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-07-31,2024-08-01,BUY,INSM,Insmed Incorporated,,72.8499984741211,0.0,0.5,2,1.2899550538584048,0,5.95932120482407
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-08-30,2024-09-03,SELL,MSTR,MicroStrategy,,132.0,0.5,0.0,,,,5.646920936894841
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-08-30,2024-09-03,BUY,ALNY,Alnylam Pharmaceuticals,,260.44000244140625,0.0,0.5,2,0.7601073604434718,0,5.646920936894841
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-10-31,2024-11-01,SELL,ALNY,Alnylam Pharmaceuticals,,267.04998779296875,0.5,0.0,,,,5.354491239744731
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-10-31,2024-11-01,BUY,APP,AppLovin,,171.13999938964844,0.0,0.5,2,0.8126120932481071,0,5.354491239744731
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-11-29,2024-12-02,SELL,INSM,Insmed Incorporated,,75.0199966430664,0.5,0.0,,,,8.02999025679574
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2024-11-29,2024-12-02,BUY,PLTR,Palantir Technologies,,67.44000244140625,0.0,0.5,2,1.0152213105033319,0,8.02999025679574
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2019-12-31,2020-01-02,BUY,PDD,PDD Holdings,,38.5,0.0,0.3333333333333333,1,0.770064091986985,0,1.0
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2019-12-31,2020-01-02,BUY,ALNY,Alnylam Pharmaceuticals,,115.56999969482422,0.0,0.3333333333333333,2,0.6053172184463846,0,1.0
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2019-12-31,2020-01-02,BUY,DXCM,DexCom,,54.63999938964844,0.0,0.3333333333333333,3,0.5604448439339165,0,1.0
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-01-31,2020-02-03,SELL,ALNY,Alnylam Pharmaceuticals,,115.91999816894533,0.3333333333333333,0.0,,,,1.0054958173934672
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-01-31,2020-02-03,SELL,DXCM,DexCom,,60.2599983215332,0.3333333333333333,0.0,,,,1.0054958173934672
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-01-31,2020-02-03,BUY,TSLA,"Tesla, Inc.",,44.91266632080078,0.0,0.3333333333333333,1,0.7888817113529452,0,1.0054958173934672
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-01-31,2020-02-03,BUY,AMD,Advanced Micro Devices,,46.400001525878906,0.0,0.3333333333333333,3,0.5358338805409564,0,1.0054958173934672
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-02-28,2020-03-02,SELL,PDD,PDD Holdings,,37.0,0.3333333333333333,0.0,,,,1.0689511330482087
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-02-28,2020-03-02,BUY,AAPL,Apple Inc.,,68.14337454443714,0.0,0.3333333333333333,2,0.5828039268401015,0,1.0689511330482087
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-03-31,2020-04-01,SELL,AAPL,Apple Inc.,,59.50596558883749,0.3333333333333333,0.0,,,,0.9014457748183127
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-03-31,2020-04-01,SELL,AMD,Advanced Micro Devices,,44.18000030517578,0.3333333333333333,0.0,,,,0.9014457748183127
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-03-31,2020-04-01,BUY,DXCM,DexCom,,63.87749862670898,0.0,0.3333333333333333,2,0.9145671433214735,0,0.9014457748183127
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-03-31,2020-04-01,BUY,REGN,Regeneron Pharmaceuticals,,480.8912585361074,0.0,0.3333333333333333,3,0.6753787804111404,0,0.9014457748183127
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-05-29,2020-06-01,SELL,REGN,Regeneron Pharmaceuticals,,600.940247610499,0.3333333333333333,0.0,,,,1.3494109007110426
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-05-29,2020-06-01,BUY,SHOP,Shopify,,75.47200012207031,0.0,0.3333333333333333,2,0.9036557166165193,0,1.3494109007110426
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-06-30,2020-07-01,SELL,DXCM,DexCom,,102.23999786376952,0.3333333333333333,0.0,,,,1.6155999653012358
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-06-30,2020-07-01,BUY,ZS,Zscaler,,109.3000030517578,0.0,0.3333333333333333,1,1.365161362514701,0,1.6155999653012358
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-07-31,2020-08-03,SELL,TSLA,"Tesla, Inc.",,96.61333465576172,0.3333333333333333,0.0,,,,1.968584898628484
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-07-31,2020-08-03,BUY,PDD,PDD Holdings,,92.97000122070312,0.0,0.3333333333333333,1,1.4261781370414242,0,1.968584898628484
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-08-31,2020-09-01,SELL,SHOP,Shopify,,107.5,0.3333333333333333,0.0,,,,2.057387104773784
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-08-31,2020-09-01,BUY,DDOG,Datadog,,83.98999786376953,0.0,0.3333333333333333,3,1.162672749086978,0,2.057387104773784
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-09-30,2020-10-01,SELL,DDOG,Datadog,,101.43000030517578,0.3333333333333333,0.0,,,,2.0474171916115957
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-09-30,2020-10-01,SELL,PDD,PDD Holdings,,74.87999725341797,0.3333333333333333,0.0,,,,2.0474171916115957
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-09-30,2020-10-01,SELL,ZS,Zscaler,,142.1999969482422,0.3333333333333333,0.0,,,,2.0474171916115957
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-09-30,2020-10-01,BUY,TSLA,"Tesla, Inc.",,146.9199981689453,0.0,0.3333333333333333,1,4.174017995285337,0,2.0474171916115957
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-09-30,2020-10-01,BUY,SHOP,Shopify,,103.06300354003906,0.0,0.3333333333333333,2,1.772298357390345,0,2.0474171916115957
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-09-30,2020-10-01,BUY,MELI,Mercado Libre,,1097.989990234375,0.0,0.3333333333333333,3,1.6123082563304667,0,2.0474171916115957
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-10-30,2020-11-02,SELL,MELI,Mercado Libre,,1229.449951171875,0.3333333333333333,0.0,,,,1.9893976210252393
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-10-30,2020-11-02,SELL,SHOP,Shopify,,93.45700073242188,0.3333333333333333,0.0,,,,1.9893976210252393
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-10-30,2020-11-02,BUY,DDOG,Datadog,,91.77999877929688,0.0,0.3333333333333333,2,1.2585642155940624,0,1.9893976210252393
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-10-30,2020-11-02,BUY,ZS,Zscaler,,136.75,0.0,0.3333333333333333,3,1.0888099934021422,0,1.9893976210252393
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-11-30,2020-12-01,SELL,DDOG,Datadog,,98.5999984741211,0.3333333333333333,0.0,,,,2.4590695804954463
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-11-30,2020-12-01,SELL,ZS,Zscaler,,155.50999450683594,0.3333333333333333,0.0,,,,2.4590695804954463
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-11-30,2020-12-01,BUY,QCOM,Qualcomm,,132.17528894175868,0.0,0.3333333333333333,2,0.5136606004637174,0,2.4590695804954463
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-11-30,2020-12-01,BUY,MELI,Mercado Libre,,1556.0400390625,0.0,0.3333333333333333,3,0.5131720703381231,0,2.4590695804954463
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-12-31,2021-01-04,SELL,MELI,Mercado Libre,,1690.989990234375,0.3333333333333333,0.0,,,,2.7328292872004796
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-12-31,2021-01-04,SELL,QCOM,Qualcomm,,136.51062668871091,0.3333333333333333,0.0,,,,2.7328292872004796
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-12-31,2021-01-04,BUY,MSTR,MicroStrategy,,41.632999420166016,0.0,0.3333333333333333,1,1.7609716637224797,0,2.7328292872004796
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2020-12-31,2021-01-04,BUY,AMD,Advanced Micro Devices,,92.11000061035156,0.0,0.3333333333333333,3,0.7697744933773749,0,2.7328292872004796
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-01-29,2021-02-01,SELL,AMD,Advanced Micro Devices,,86.83000183105469,0.3333333333333333,0.0,,,,3.260458770836087
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-01-29,2021-02-01,BUY,PDD,PDD Holdings,,173.52999877929688,0.0,0.3333333333333333,3,0.9565575425553854,0,3.260458770836087
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-02-26,2021-03-01,SELL,PDD,PDD Holdings,,181.5,0.3333333333333333,0.0,,,,3.4901400302824785
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-02-26,2021-03-01,BUY,AXON,Axon Enterprise,,170.74000549316406,0.0,0.3333333333333333,3,0.9960087852220272,0,3.4901400302824785
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-03-31,2021-04-01,SELL,AXON,Axon Enterprise,,144.4199981689453,0.3333333333333333,0.0,,,,3.1599496211821116
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-03-31,2021-04-01,SELL,TSLA,"Tesla, Inc.",,229.4566650390625,0.3333333333333333,0.0,,,,3.1599496211821116
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-03-31,2021-04-01,BUY,WBD,Warner Bros. Discovery,,43.97999954223633,0.0,0.3333333333333333,2,1.7236782380904274,0,3.1599496211821116
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-03-31,2021-04-01,BUY,PDD,PDD Holdings,,141.00999450683594,0.0,0.3333333333333333,3,1.3815469679832497,0,3.1599496211821116
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-04-30,2021-05-03,SELL,PDD,PDD Holdings,,133.0500030517578,0.3333333333333333,0.0,,,,2.962297143925559
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-04-30,2021-05-03,SELL,WBD,Warner Bros. Discovery,,37.36000061035156,0.3333333333333333,0.0,,,,2.962297143925559
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-04-30,2021-05-03,BUY,FANG,Diamondback Energy,,67.19346108517327,0.0,0.3333333333333333,2,2.039501753061315,0,2.962297143925559
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-04-30,2021-05-03,BUY,AMAT,Applied Materials,,128.6474312803209,0.0,0.3333333333333333,3,1.3421271782490432,0,2.962297143925559
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-05-28,2021-06-01,SELL,AMAT,Applied Materials,,133.43210048962595,0.3333333333333333,0.0,,,,2.678751598867846
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-05-28,2021-06-01,BUY,STX,Seagate Technology,,84.6137667505003,0.0,0.3333333333333333,3,0.6919539936195815,0,2.678751598867846
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-06-30,2021-07-01,SELL,MSTR,MicroStrategy,,65.05899810791016,0.3333333333333333,0.0,,,,3.0655999149437485
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-06-30,2021-07-01,BUY,AMAT,Applied Materials,,136.02390386035498,0.0,0.3333333333333333,2,0.6460716822190078,0,3.0655999149437485
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-07-30,2021-08-02,SELL,AMAT,Applied Materials,,135.39034163190564,0.3333333333333333,0.0,,,,2.8589809983700443
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-07-30,2021-08-02,SELL,STX,Seagate Technology,,76.42394620896907,0.3333333333333333,0.0,,,,2.8589809983700443
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-07-30,2021-08-02,BUY,FTNT,Fortinet,,54.854000091552734,0.0,0.3333333333333333,2,0.6455267437942651,0,2.8589809983700443
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-07-30,2021-08-02,BUY,NVDA,Nvidia,,19.65497762771269,0.0,0.3333333333333333,3,0.5407523063203368,0,2.8589809983700443
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-08-31,2021-09-01,SELL,FANG,Diamondback Energy,,62.78097823968585,0.3333333333333333,0.0,,,,3.147691546257776
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-08-31,2021-09-01,BUY,ASML,ASML Holding,,801.2418708950923,0.0,0.3333333333333333,3,0.41993553842646714,0,3.147691546257776
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-09-30,2021-10-01,SELL,ASML,ASML Holding,,711.7098112814783,0.3333333333333333,0.0,,,,2.864980013812313
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-09-30,2021-10-01,BUY,ZS,Zscaler,,263.1700134277344,0.0,0.3333333333333333,3,0.5835466209947633,0,2.864980013812313
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-10-29,2021-11-01,SELL,FTNT,Fortinet,,67.26799774169922,0.3333333333333333,0.0,,,,3.4458144581973973
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-10-29,2021-11-01,SELL,NVDA,Nvidia,,25.59488846504044,0.3333333333333333,0.0,,,,3.4458144581973973
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-10-29,2021-11-01,BUY,DDOG,Datadog,,167.4600067138672,0.0,0.3333333333333333,1,0.7631284686528661,0,3.4458144581973973
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-10-29,2021-11-01,BUY,DASH,DoorDash,,195.00999450683597,0.0,0.3333333333333333,2,0.46636288130949866,0,3.4458144581973973
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-11-30,2021-12-01,SELL,DASH,DoorDash,,183.0,0.3333333333333333,0.0,,,,3.6868701080892037
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-11-30,2021-12-01,SELL,ZS,Zscaler,,371.05999755859375,0.3333333333333333,0.0,,,,3.6868701080892037
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-11-30,2021-12-01,BUY,TSLA,"Tesla, Inc.",,386.8999938964844,0.0,0.3333333333333333,1,0.840957230808149,0,3.6868701080892037
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-11-30,2021-12-01,BUY,DXCM,DexCom,,141.8524932861328,0.0,0.3333333333333333,3,0.6798567033545562,0,3.6868701080892037
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-12-31,2022-01-03,SELL,DXCM,DexCom,,132.9499969482422,0.3333333333333333,0.0,,,,3.5876908079526597
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2021-12-31,2022-01-03,BUY,AMD,Advanced Micro Devices,,145.13999938964844,0.0,0.3333333333333333,2,0.5745512715469978,0,3.5876908079526597
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-01-31,2022-02-01,SELL,AMD,Advanced Micro Devices,,116.75,0.3333333333333333,0.0,,,,2.9428736256621875
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-01-31,2022-02-01,BUY,NVDA,Nvidia,,25.05411045530758,0.0,0.3333333333333333,3,0.49847280370975877,0,2.9428736256621875
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-02-28,2022-03-01,SELL,DDOG,Datadog,,160.24000549316406,0.3333333333333333,0.0,,,,2.932216121456148
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-02-28,2022-03-01,SELL,NVDA,Nvidia,,24.24272310643019,0.3333333333333333,0.0,,,,2.932216121456148
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-02-28,2022-03-01,SELL,TSLA,"Tesla, Inc.",,289.8933410644531,0.3333333333333333,0.0,,,,2.932216121456148
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-02-28,2022-03-01,BUY,FANG,Diamondback Energy,,114.13524314726315,0.0,0.3333333333333333,1,0.6855610904233194,0,2.932216121456148
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-02-28,2022-03-01,BUY,STX,Seagate Technology,,89.9429962178508,0.0,0.3333333333333333,2,0.21915081171429507,0,2.932216121456148
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-02-28,2022-03-01,BUY,BKR,Baker Hughes,,26.87109106801837,0.0,0.3333333333333333,3,0.1919093394549305,0,2.932216121456148
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-03-31,2022-04-01,SELL,BKR,Baker Hughes,,33.305265184342744,0.3333333333333333,0.0,,,,3.0292293113341917
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-03-31,2022-04-01,SELL,STX,Seagate Technology,,79.76456497348579,0.3333333333333333,0.0,,,,3.0292293113341917
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-03-31,2022-04-01,BUY,QCOM,Qualcomm,,138.63044940793944,0.0,0.3333333333333333,2,0.322674315264714,0,3.0292293113341917
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-03-31,2022-04-01,BUY,MU,Micron Technology,,76.6803668137586,0.0,0.3333333333333333,3,0.31585584342246875,0,3.0292293113341917
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-04-29,2022-05-02,SELL,MU,Micron Technology,,66.7305317350173,0.3333333333333333,0.0,,,,2.73352418829328
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-04-29,2022-05-02,SELL,QCOM,Qualcomm,,128.28382000342376,0.3333333333333333,0.0,,,,2.73352418829328
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-04-29,2022-05-02,BUY,BKR,Baker Hughes,,27.896569016950824,0.0,0.3333333333333333,1,0.49304865275139753,0,2.73352418829328
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-04-29,2022-05-02,BUY,VRTX,Vertex Pharmaceuticals,,264.1499938964844,0.0,0.3333333333333333,2,0.40945048908610926,0,2.73352418829328
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-05-31,2022-06-01,SELL,FANG,Diamondback Energy,,129.44093369537651,0.3333333333333333,0.0,,,,3.194838776553404
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-05-31,2022-06-01,BUY,KHC,Kraft Heinz,,31.451639582367648,0.0,0.3333333333333333,3,0.23868186076051345,0,3.194838776553404
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-06-30,2022-07-01,SELL,KHC,Kraft Heinz,,31.634162822619118,0.3333333333333333,0.0,,,,2.9959829054656506
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-06-30,2022-07-01,SELL,VRTX,Vertex Pharmaceuticals,,280.1700134277344,0.3333333333333333,0.0,,,,2.9959829054656506
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-06-30,2022-07-01,BUY,FANG,Diamondback Energy,,102.40960986089408,0.0,0.3333333333333333,2,0.4383534667361284,0,2.9959829054656506
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-06-30,2022-07-01,BUY,EXC,Exelon,,39.42972562810287,0.0,0.3333333333333333,3,0.23527330696732052,0,2.9959829054656506
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-07-29,2022-08-01,SELL,BKR,Baker Hughes,,23.263206103683373,0.3333333333333333,0.0,,,,2.929890961387269
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-07-29,2022-08-01,SELL,EXC,Exelon,,40.48525374405027,0.3333333333333333,0.0,,,,2.929890961387269
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-07-29,2022-08-01,SELL,FANG,Diamondback Energy,,105.75490748125652,0.3333333333333333,0.0,,,,2.929890961387269
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-07-29,2022-08-01,BUY,TMUS,T-Mobile US,,137.49199170874357,0.0,0.3333333333333333,1,0.2672827696615574,0,2.929890961387269
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-07-29,2022-08-01,BUY,CEG,Constellation Energy,,64.0451825840418,0.0,0.3333333333333333,2,0.25961135473316355,0,2.929890961387269
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-07-29,2022-08-01,BUY,PDD,PDD Holdings,,47.47999954223633,0.0,0.3333333333333333,3,0.24080262488386306,0,2.929890961387269
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-08-31,2022-09-01,SELL,PDD,PDD Holdings,,69.44999694824219,0.3333333333333333,0.0,,,,3.6069597539609544
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-08-31,2022-09-01,SELL,TMUS,T-Mobile US,,137.9631716128819,0.3333333333333333,0.0,,,,3.6069597539609544
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-08-31,2022-09-01,BUY,CSGP,CoStar Group,,69.04000091552734,0.0,0.3333333333333333,2,0.18871393859180685,0,3.6069597539609544
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-08-31,2022-09-01,BUY,ADP,Automatic Data Processing,,223.61914701397265,0.0,0.3333333333333333,3,0.1777979226021953,0,3.6069597539609544
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-09-30,2022-10-03,SELL,ADP,Automatic Data Processing,,210.96745491007985,0.3333333333333333,0.0,,,,3.612002514307706
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-09-30,2022-10-03,SELL,CSGP,CoStar Group,,70.16000366210938,0.3333333333333333,0.0,,,,3.612002514307706
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-09-30,2022-10-03,BUY,PDD,PDD Holdings,,62.40999984741211,0.0,0.3333333333333333,1,0.777611617222383,0,3.612002514307706
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-09-30,2022-10-03,BUY,ALNY,Alnylam Pharmaceuticals,,205.1000061035156,0.0,0.3333333333333333,3,0.2656623594000509,0,3.612002514307706
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-11-30,2022-12-01,SELL,CEG,Constellation Energy,,94.36841939492692,0.3333333333333333,0.0,,,,4.258794875459956
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-11-30,2022-12-01,SELL,PDD,PDD Holdings,,79.23999786376953,0.3333333333333333,0.0,,,,4.258794875459956
Nasdaq-100 Top3 current constituents,Nasdaq-100,3,2022-11-30,2022-12-01,BUY,DXCM,DexCom,,116.38999938964844,0.0,0.3333333333333333,1,0.7020256640086218,0,4.258794875459956
